cardno,name,expansion
DZ-BT15/EX84,王家の盾,ブースターパック 【DZ-BT15】「虚影襲雷」 2026/06/19(金) 発売 収録国家：ドラゴンエンパイア、ダークステイツ、ブラントゲート、ケテルサンクチュアリ、ストイケイア、イナズマイレブン
DZ-BT15/EXS01,大胆不敵な策士 笹波 雲明,ブースターパック 【DZ-BT15】「虚影襲雷」 2026/06/19(金) 発売 収録国家：ドラゴンエンパイア、ダークステイツ、ブラントゲート、ケテルサンクチュアリ、ストイケイア、イナズマイレブン
DZ-BT15/EXS02,サッカーモンスター 円堂 ハル,ブースターパック 【DZ-BT15】「虚影襲雷」 2026/06/19(金) 発売 収録国家：ドラゴンエンパイア、ダークステイツ、ブラントゲート、ケテルサンクチュアリ、ストイケイア、イナズマイレブン
DZ-BT15/EXS03,伝説のゴールキーパー 円堂 守,ブースターパック 【DZ-BT15】「虚影襲雷」 2026/06/19(金) 発売 収録国家：ドラゴンエンパイア、ダークステイツ、ブラントゲート、ケテルサンクチュアリ、ストイケイア、イナズマイレブン
DZ-BT15/EXS04,炎のストライカー 豪炎寺 修也,ブースターパック 【DZ-BT15】「虚影襲雷」 2026/06/19(金) 発売 収録国家：ドラゴンエンパイア、ダークステイツ、ブラントゲート、ケテルサンクチュアリ、ストイケイア、イナズマイレブン
DZ-BT15/EXS05,そよ風ドリーマー 松風 天馬,ブースターパック 【DZ-BT15】「虚影襲雷」 2026/06/19(金) 発売 収録国家：ドラゴンエンパイア、ダークステイツ、ブラントゲート、ケテルサンクチュアリ、ストイケイア、イナズマイレブン
DZ-BT15/EXS06,太陽のサッカー小僧 稲森 明日人,ブースターパック 【DZ-BT15】「虚影襲雷」 2026/06/19(金) 発売 収録国家：ドラゴンエンパイア、ダークステイツ、ブラントゲート、ケテルサンクチュアリ、ストイケイア、イナズマイレブン
DZ-BT15/FFR17,蒼嵐業竜 メイルストローム “Я”,ブースターパック 【DZ-BT15】「虚影襲雷」 2026/06/19(金) 発売 収録国家：ドラゴンエンパイア、ダークステイツ、ブラントゲート、ケテルサンクチュアリ、ストイケイア、イナズマイレブン
DZ-BT15/FR26,翔勢の騎士 ウェルムンド,ブースターパック 【DZ-BT15】「虚影襲雷」 2026/06/19(金) 発売 収録国家：ドラゴンエンパイア、ダークステイツ、ブラントゲート、ケテルサンクチュアリ、ストイケイア、イナズマイレブン
DZ-BT15/FR30,陣頭を往く誓いの戦旗,ブースターパック 【DZ-BT15】「虚影襲雷」 2026/06/19(金) 発売 収録国家：ドラゴンエンパイア、ダークステイツ、ブラントゲート、ケテルサンクチュアリ、ストイケイア、イナズマイレブン
DZ-BT15/FR31,暗黒魔道士 バイヴ･カー,ブースターパック 【DZ-BT15】「虚影襲雷」 2026/06/19(金) 発売 収録国家：ドラゴンエンパイア、ダークステイツ、ブラントゲート、ケテルサンクチュアリ、ストイケイア、イナズマイレブン
DZ-BT15/IZR01,サッカーモンスター 円堂 ハル,ブースターパック 【DZ-BT15】「虚影襲雷」 2026/06/19(金) 発売 収録国家：ドラゴンエンパイア、ダークステイツ、ブラントゲート、ケテルサンクチュアリ、ストイケイア、イナズマイレブン
DZ-BT15/IZR02,万能ストライカー 空宮 征,ブースターパック 【DZ-BT15】「虚影襲雷」 2026/06/19(金) 発売 収録国家：ドラゴンエンパイア、ダークステイツ、ブラントゲート、ケテルサンクチュアリ、ストイケイア、イナズマイレブン
DZ-BT15/IZR03,雪原のアウトロー 吹雪 士郎（アツヤ人格）,ブースターパック 【DZ-BT15】「虚影襲雷」 2026/06/19(金) 発売 収録国家：ドラゴンエンパイア、ダークステイツ、ブラントゲート、ケテルサンクチュアリ、ストイケイア、イナズマイレブン
DZ-BT15/IZR04,流星の貴公子 基山 ヒロト,ブースターパック 【DZ-BT15】「虚影襲雷」 2026/06/19(金) 発売 収録国家：ドラゴンエンパイア、ダークステイツ、ブラントゲート、ケテルサンクチュアリ、ストイケイア、イナズマイレブン
DZ-BT15/IZR05,黒き狂星 剣城 京介,ブースターパック 【DZ-BT15】「虚影襲雷」 2026/06/19(金) 発売 収録国家：ドラゴンエンパイア、ダークステイツ、ブラントゲート、ケテルサンクチュアリ、ストイケイア、イナズマイレブン
DZ-BT15/IZR06,もちもちガール 菜花 黄名子,ブースターパック 【DZ-BT15】「虚影襲雷」 2026/06/19(金) 発売 収録国家：ドラゴンエンパイア、ダークステイツ、ブラントゲート、ケテルサンクチュアリ、ストイケイア、イナズマイレブン
DZ-BT15/IZR07,フィールドの悪魔 灰崎 凌兵,ブースターパック 【DZ-BT15】「虚影襲雷」 2026/06/19(金) 発売 収録国家：ドラゴンエンパイア、ダークステイツ、ブラントゲート、ケテルサンクチュアリ、ストイケイア、イナズマイレブン
DZ-BT15/IZR08,戦術の皇帝 野坂 悠馬,ブースターパック 【DZ-BT15】「虚影襲雷」 2026/06/19(金) 発売 収録国家：ドラゴンエンパイア、ダークステイツ、ブラントゲート、ケテルサンクチュアリ、ストイケイア、イナズマイレブン
DZ-BT15/IZR09,頂点のカリスマ 月影 蓮,ブースターパック 【DZ-BT15】「虚影襲雷」 2026/06/19(金) 発売 収録国家：ドラゴンエンパイア、ダークステイツ、ブラントゲート、ケテルサンクチュアリ、ストイケイア、イナズマイレブン
DZ-BT15/IZR10,冷静なるジャッジマン 品乃 雅士,ブースターパック 【DZ-BT15】「虚影襲雷」 2026/06/19(金) 発売 収録国家：ドラゴンエンパイア、ダークステイツ、ブラントゲート、ケテルサンクチュアリ、ストイケイア、イナズマイレブン
DZ-BT15/IZR11,イケイケ相撲部員 幕下 照,ブースターパック 【DZ-BT15】「虚影襲雷」 2026/06/19(金) 発売 収録国家：ドラゴンエンパイア、ダークステイツ、ブラントゲート、ケテルサンクチュアリ、ストイケイア、イナズマイレブン
DZ-BT15/IZR12,憑依のアクター 弁天 九郎丸,ブースターパック 【DZ-BT15】「虚影襲雷」 2026/06/19(金) 発売 収録国家：ドラゴンエンパイア、ダークステイツ、ブラントゲート、ケテルサンクチュアリ、ストイケイア、イナズマイレブン
DZ-BT15/IZR13,人生の解答を追う 伊勢谷 要,ブースターパック 【DZ-BT15】「虚影襲雷」 2026/06/19(金) 発売 収録国家：ドラゴンエンパイア、ダークステイツ、ブラントゲート、ケテルサンクチュアリ、ストイケイア、イナズマイレブン
DZ-BT15/IZR14,てっぺんへの挑戦者 頂 挑夢,ブースターパック 【DZ-BT15】「虚影襲雷」 2026/06/19(金) 発売 収録国家：ドラゴンエンパイア、ダークステイツ、ブラントゲート、ケテルサンクチュアリ、ストイケイア、イナズマイレブン
DZ-BT15/IZR15,2周目を生きる委員長 雨道 未理科,ブースターパック 【DZ-BT15】「虚影襲雷」 2026/06/19(金) 発売 収録国家：ドラゴンエンパイア、ダークステイツ、ブラントゲート、ケテルサンクチュアリ、ストイケイア、イナズマイレブン
DZ-BT15/IZR16,美しきものへの探求者 井馬里 陽愛,ブースターパック 【DZ-BT15】「虚影襲雷」 2026/06/19(金) 発売 収録国家：ドラゴンエンパイア、ダークステイツ、ブラントゲート、ケテルサンクチュアリ、ストイケイア、イナズマイレブン
DZ-BT15/IZR17,剣の道を極めし者 古手打 七南,ブースターパック 【DZ-BT15】「虚影襲雷」 2026/06/19(金) 発売 収録国家：ドラゴンエンパイア、ダークステイツ、ブラントゲート、ケテルサンクチュアリ、ストイケイア、イナズマイレブン
DZ-BT15/IZR18,真実を見抜く戦略家 判目 才人,ブースターパック 【DZ-BT15】「虚影襲雷」 2026/06/19(金) 発売 収録国家：ドラゴンエンパイア、ダークステイツ、ブラントゲート、ケテルサンクチュアリ、ストイケイア、イナズマイレブン
DZ-BT15/IZR19,猪突猛進 暴走特急 牛島 突五郎,ブースターパック 【DZ-BT15】「虚影襲雷」 2026/06/19(金) 発売 収録国家：ドラゴンエンパイア、ダークステイツ、ブラントゲート、ケテルサンクチュアリ、ストイケイア、イナズマイレブン
DZ-BT15/IZR20,奇術の使い手 妖士乃 銀郎,ブースターパック 【DZ-BT15】「虚影襲雷」 2026/06/19(金) 発売 収録国家：ドラゴンエンパイア、ダークステイツ、ブラントゲート、ケテルサンクチュアリ、ストイケイア、イナズマイレブン
DZ-BT15/IZR21,ビッグマウスの丘サーファー 濱南 暁海,ブースターパック 【DZ-BT15】「虚影襲雷」 2026/06/19(金) 発売 収録国家：ドラゴンエンパイア、ダークステイツ、ブラントゲート、ケテルサンクチュアリ、ストイケイア、イナズマイレブン
DZ-BT15/IZR22,幸運を招く田舎娘 福良 むすび,ブースターパック 【DZ-BT15】「虚影襲雷」 2026/06/19(金) 発売 収録国家：ドラゴンエンパイア、ダークステイツ、ブラントゲート、ケテルサンクチュアリ、ストイケイア、イナズマイレブン
DZ-BT15/IZR23,メタリックハート 鉄野 ケルビン,ブースターパック 【DZ-BT15】「虚影襲雷」 2026/06/19(金) 発売 収録国家：ドラゴンエンパイア、ダークステイツ、ブラントゲート、ケテルサンクチュアリ、ストイケイア、イナズマイレブン
DZ-BT15/IZR24,二枚舌の執事 黒原 玲文,ブースターパック 【DZ-BT15】「虚影襲雷」 2026/06/19(金) 発売 収録国家：ドラゴンエンパイア、ダークステイツ、ブラントゲート、ケテルサンクチュアリ、ストイケイア、イナズマイレブン
DZ-BT15/IZR25,破天荒ロッカー 星 美哉,ブースターパック 【DZ-BT15】「虚影襲雷」 2026/06/19(金) 発売 収録国家：ドラゴンエンパイア、ダークステイツ、ブラントゲート、ケテルサンクチュアリ、ストイケイア、イナズマイレブン
DZ-BT15/IZR26,雪原のプリンス 吹雪 士郎（士郎人格）,ブースターパック 【DZ-BT15】「虚影襲雷」 2026/06/19(金) 発売 収録国家：ドラゴンエンパイア、ダークステイツ、ブラントゲート、ケテルサンクチュアリ、ストイケイア、イナズマイレブン
DZ-BT15/IZR27,タイガールーキー 宇都宮 虎丸,ブースターパック 【DZ-BT15】「虚影襲雷」 2026/06/19(金) 発売 収録国家：ドラゴンエンパイア、ダークステイツ、ブラントゲート、ケテルサンクチュアリ、ストイケイア、イナズマイレブン
DZ-BT15/IZR28,クロノストライカー フェイ・ルーン,ブースターパック 【DZ-BT15】「虚影襲雷」 2026/06/19(金) 発売 収録国家：ドラゴンエンパイア、ダークステイツ、ブラントゲート、ケテルサンクチュアリ、ストイケイア、イナズマイレブン
DZ-BT15/IZR29,俊足のダークサイド 瞬木 隼人,ブースターパック 【DZ-BT15】「虚影襲雷」 2026/06/19(金) 発売 収録国家：ドラゴンエンパイア、ダークステイツ、ブラントゲート、ケテルサンクチュアリ、ストイケイア、イナズマイレブン
DZ-BT15/IZR30,不屈のワイルドキーパー 井吹 宗正,ブースターパック 【DZ-BT15】「虚影襲雷」 2026/06/19(金) 発売 収録国家：ドラゴンエンパイア、ダークステイツ、ブラントゲート、ケテルサンクチュアリ、ストイケイア、イナズマイレブン
DZ-BT15/IZR31,静かなる守護神 西蔭 政也,ブースターパック 【DZ-BT15】「虚影襲雷」 2026/06/19(金) 発売 収録国家：ドラゴンエンパイア、ダークステイツ、ブラントゲート、ケテルサンクチュアリ、ストイケイア、イナズマイレブン
DZ-BT15/IZR32,青き一等星 一星 光,ブースターパック 【DZ-BT15】「虚影襲雷」 2026/06/19(金) 発売 収録国家：ドラゴンエンパイア、ダークステイツ、ブラントゲート、ケテルサンクチュアリ、ストイケイア、イナズマイレブン
DZ-BT15/IZR33,天空のタクト,ブースターパック 【DZ-BT15】「虚影襲雷」 2026/06/19(金) 発売 収録国家：ドラゴンエンパイア、ダークステイツ、ブラントゲート、ケテルサンクチュアリ、ストイケイア、イナズマイレブン
DZ-BT15/IZR34,イナズマVキャラバン 発進！,ブースターパック 【DZ-BT15】「虚影襲雷」 2026/06/19(金) 発売 収録国家：ドラゴンエンパイア、ダークステイツ、ブラントゲート、ケテルサンクチュアリ、ストイケイア、イナズマイレブン
DZ-BT15/IZR35,春雷,ブースターパック 【DZ-BT15】「虚影襲雷」 2026/06/19(金) 発売 収録国家：ドラゴンエンパイア、ダークステイツ、ブラントゲート、ケテルサンクチュアリ、ストイケイア、イナズマイレブン
DZ-BT15/IZR36,天空サンダー,ブースターパック 【DZ-BT15】「虚影襲雷」 2026/06/19(金) 発売 収録国家：ドラゴンエンパイア、ダークステイツ、ブラントゲート、ケテルサンクチュアリ、ストイケイア、イナズマイレブン
DZ-BT15/IZR37,残像,ブースターパック 【DZ-BT15】「虚影襲雷」 2026/06/19(金) 発売 収録国家：ドラゴンエンパイア、ダークステイツ、ブラントゲート、ケテルサンクチュアリ、ストイケイア、イナズマイレブン
DZ-BT15/IZR38,イナズマ１号,ブースターパック 【DZ-BT15】「虚影襲雷」 2026/06/19(金) 発売 収録国家：ドラゴンエンパイア、ダークステイツ、ブラントゲート、ケテルサンクチュアリ、ストイケイア、イナズマイレブン
DZ-BT15/IZR39,皇帝ペンギン2号,ブースターパック 【DZ-BT15】「虚影襲雷」 2026/06/19(金) 発売 収録国家：ドラゴンエンパイア、ダークステイツ、ブラントゲート、ケテルサンクチュアリ、ストイケイア、イナズマイレブン
DZ-BT15/IZR40,ジャスティスウィング,ブースターパック 【DZ-BT15】「虚影襲雷」 2026/06/19(金) 発売 収録国家：ドラゴンエンパイア、ダークステイツ、ブラントゲート、ケテルサンクチュアリ、ストイケイア、イナズマイレブン
DZ-BT15/IZR41,シャイニングバード,ブースターパック 【DZ-BT15】「虚影襲雷」 2026/06/19(金) 発売 収録国家：ドラゴンエンパイア、ダークステイツ、ブラントゲート、ケテルサンクチュアリ、ストイケイア、イナズマイレブン
DZ-BT15/IZR42,ひとつ,ブースターパック 【DZ-BT15】「虚影襲雷」 2026/06/19(金) 発売 収録国家：ドラゴンエンパイア、ダークステイツ、ブラントゲート、ケテルサンクチュアリ、ストイケイア、イナズマイレブン
DZ-BT15/IZR43,メテオッド・ファイアトルネード,ブースターパック 【DZ-BT15】「虚影襲雷」 2026/06/19(金) 発売 収録国家：ドラゴンエンパイア、ダークステイツ、ブラントゲート、ケテルサンクチュアリ、ストイケイア、イナズマイレブン
DZ-BT15/IZR44,サンシャインブレード,ブースターパック 【DZ-BT15】「虚影襲雷」 2026/06/19(金) 発売 収録国家：ドラゴンエンパイア、ダークステイツ、ブラントゲート、ケテルサンクチュアリ、ストイケイア、イナズマイレブン
DZ-BT15/IZR45,オーバーグロウ,ブースターパック 【DZ-BT15】「虚影襲雷」 2026/06/19(金) 発売 収録国家：ドラゴンエンパイア、ダークステイツ、ブラントゲート、ケテルサンクチュアリ、ストイケイア、イナズマイレブン
DZ-BT15/IZR46,バハムートクラッシュ,ブースターパック 【DZ-BT15】「虚影襲雷」 2026/06/19(金) 発売 収録国家：ドラゴンエンパイア、ダークステイツ、ブラントゲート、ケテルサンクチュアリ、ストイケイア、イナズマイレブン
DZ-BT15/IZR47,サンライズカーニバル,ブースターパック 【DZ-BT15】「虚影襲雷」 2026/06/19(金) 発売 収録国家：ドラゴンエンパイア、ダークステイツ、ブラントゲート、ケテルサンクチュアリ、ストイケイア、イナズマイレブン
DZ-BT15/IZR48,ダッシュストーム,ブースターパック 【DZ-BT15】「虚影襲雷」 2026/06/19(金) 発売 収録国家：ドラゴンエンパイア、ダークステイツ、ブラントゲート、ケテルサンクチュアリ、ストイケイア、イナズマイレブン
DZ-BT15/IZR49,アンサーブースト,ブースターパック 【DZ-BT15】「虚影襲雷」 2026/06/19(金) 発売 収録国家：ドラゴンエンパイア、ダークステイツ、ブラントゲート、ケテルサンクチュアリ、ストイケイア、イナズマイレブン
DZ-BT15/IZR50,やまびこステップ,ブースターパック 【DZ-BT15】「虚影襲雷」 2026/06/19(金) 発売 収録国家：ドラゴンエンパイア、ダークステイツ、ブラントゲート、ケテルサンクチュアリ、ストイケイア、イナズマイレブン
DZ-BT15/IZR51,セカンドライフフープ,ブースターパック 【DZ-BT15】「虚影襲雷」 2026/06/19(金) 発売 収録国家：ドラゴンエンパイア、ダークステイツ、ブラントゲート、ケテルサンクチュアリ、ストイケイア、イナズマイレブン
DZ-BT15/IZR52,エレガントブレード,ブースターパック 【DZ-BT15】「虚影襲雷」 2026/06/19(金) 発売 収録国家：ドラゴンエンパイア、ダークステイツ、ブラントゲート、ケテルサンクチュアリ、ストイケイア、イナズマイレブン
DZ-BT15/IZR53,ハヤブサ返し,ブースターパック 【DZ-BT15】「虚影襲雷」 2026/06/19(金) 発売 収録国家：ドラゴンエンパイア、ダークステイツ、ブラントゲート、ケテルサンクチュアリ、ストイケイア、イナズマイレブン
DZ-BT15/IZR54,マトリクスアイ,ブースターパック 【DZ-BT15】「虚影襲雷」 2026/06/19(金) 発売 収録国家：ドラゴンエンパイア、ダークステイツ、ブラントゲート、ケテルサンクチュアリ、ストイケイア、イナズマイレブン
DZ-BT15/IZR55,シルバーウルフレジェンド,ブースターパック 【DZ-BT15】「虚影襲雷」 2026/06/19(金) 発売 収録国家：ドラゴンエンパイア、ダークステイツ、ブラントゲート、ケテルサンクチュアリ、ストイケイア、イナズマイレブン
DZ-BT15/IZR56,フライングマーリン,ブースターパック 【DZ-BT15】「虚影襲雷」 2026/06/19(金) 発売 収録国家：ドラゴンエンパイア、ダークステイツ、ブラントゲート、ケテルサンクチュアリ、ストイケイア、イナズマイレブン
DZ-BT15/IZR57,あそこにおにぎり,ブースターパック 【DZ-BT15】「虚影襲雷」 2026/06/19(金) 発売 収録国家：ドラゴンエンパイア、ダークステイツ、ブラントゲート、ケテルサンクチュアリ、ストイケイア、イナズマイレブン
DZ-BT15/IZR58,ロックンロールビート,ブースターパック 【DZ-BT15】「虚影襲雷」 2026/06/19(金) 発売 収録国家：ドラゴンエンパイア、ダークステイツ、ブラントゲート、ケテルサンクチュアリ、ストイケイア、イナズマイレブン
DZ-BT15/IZR59,エターナルブリザード,ブースターパック 【DZ-BT15】「虚影襲雷」 2026/06/19(金) 発売 収録国家：ドラゴンエンパイア、ダークステイツ、ブラントゲート、ケテルサンクチュアリ、ストイケイア、イナズマイレブン
DZ-BT15/IZR60,天空落とし,ブースターパック 【DZ-BT15】「虚影襲雷」 2026/06/19(金) 発売 収録国家：ドラゴンエンパイア、ダークステイツ、ブラントゲート、ケテルサンクチュアリ、ストイケイア、イナズマイレブン
DZ-BT15/IZR61,タイガードライブ,ブースターパック 【DZ-BT15】「虚影襲雷」 2026/06/19(金) 発売 収録国家：ドラゴンエンパイア、ダークステイツ、ブラントゲート、ケテルサンクチュアリ、ストイケイア、イナズマイレブン
DZ-BT15/IZR62,風神の舞,ブースターパック 【DZ-BT15】「虚影襲雷」 2026/06/19(金) 発売 収録国家：ドラゴンエンパイア、ダークステイツ、ブラントゲート、ケテルサンクチュアリ、ストイケイア、イナズマイレブン
DZ-BT15/IZR63,デスソード,ブースターパック 【DZ-BT15】「虚影襲雷」 2026/06/19(金) 発売 収録国家：ドラゴンエンパイア、ダークステイツ、ブラントゲート、ケテルサンクチュアリ、ストイケイア、イナズマイレブン
DZ-BT15/IZR64,ハーモニクス,ブースターパック 【DZ-BT15】「虚影襲雷」 2026/06/19(金) 発売 収録国家：ドラゴンエンパイア、ダークステイツ、ブラントゲート、ケテルサンクチュアリ、ストイケイア、イナズマイレブン
DZ-BT15/IZR65,やきもちスクリュー,ブースターパック 【DZ-BT15】「虚影襲雷」 2026/06/19(金) 発売 収録国家：ドラゴンエンパイア、ダークステイツ、ブラントゲート、ケテルサンクチュアリ、ストイケイア、イナズマイレブン
DZ-BT15/IZR66,バウンサーラビット,ブースターパック 【DZ-BT15】「虚影襲雷」 2026/06/19(金) 発売 収録国家：ドラゴンエンパイア、ダークステイツ、ブラントゲート、ケテルサンクチュアリ、ストイケイア、イナズマイレブン
DZ-BT15/IZR67,最強イレブン波動,ブースターパック 【DZ-BT15】「虚影襲雷」 2026/06/19(金) 発売 収録国家：ドラゴンエンパイア、ダークステイツ、ブラントゲート、ケテルサンクチュアリ、ストイケイア、イナズマイレブン
DZ-BT15/IZR68,パルクールアタック,ブースターパック 【DZ-BT15】「虚影襲雷」 2026/06/19(金) 発売 収録国家：ドラゴンエンパイア、ダークステイツ、ブラントゲート、ケテルサンクチュアリ、ストイケイア、イナズマイレブン
DZ-BT15/IZR69,オーバーヘッドペンギン,ブースターパック 【DZ-BT15】「虚影襲雷」 2026/06/19(金) 発売 収録国家：ドラゴンエンパイア、ダークステイツ、ブラントゲート、ケテルサンクチュアリ、ストイケイア、イナズマイレブン
DZ-BT15/IZR70,キングス・ランス,ブースターパック 【DZ-BT15】「虚影襲雷」 2026/06/19(金) 発売 収録国家：ドラゴンエンパイア、ダークステイツ、ブラントゲート、ケテルサンクチュアリ、ストイケイア、イナズマイレブン
DZ-BT15/IZR71,ブルー・スターダスト,ブースターパック 【DZ-BT15】「虚影襲雷」 2026/06/19(金) 発売 収録国家：ドラゴンエンパイア、ダークステイツ、ブラントゲート、ケテルサンクチュアリ、ストイケイア、イナズマイレブン
DZ-BT15/IZR72,ラストリゾートΣ,ブースターパック 【DZ-BT15】「虚影襲雷」 2026/06/19(金) 発売 収録国家：ドラゴンエンパイア、ダークステイツ、ブラントゲート、ケテルサンクチュアリ、ストイケイア、イナズマイレブン
DZ-BT15/IZR73,オラオラ四股踏み,ブースターパック 【DZ-BT15】「虚影襲雷」 2026/06/19(金) 発売 収録国家：ドラゴンエンパイア、ダークステイツ、ブラントゲート、ケテルサンクチュアリ、ストイケイア、イナズマイレブン
DZ-BT15/IZR74,メタルハンマー,ブースターパック 【DZ-BT15】「虚影襲雷」 2026/06/19(金) 発売 収録国家：ドラゴンエンパイア、ダークステイツ、ブラントゲート、ケテルサンクチュアリ、ストイケイア、イナズマイレブン
DZ-BT15/IZR75,もちもち黄粉餅,ブースターパック 【DZ-BT15】「虚影襲雷」 2026/06/19(金) 発売 収録国家：ドラゴンエンパイア、ダークステイツ、ブラントゲート、ケテルサンクチュアリ、ストイケイア、イナズマイレブン
DZ-BT15/IZR76,フレイムダンス,ブースターパック 【DZ-BT15】「虚影襲雷」 2026/06/19(金) 発売 収録国家：ドラゴンエンパイア、ダークステイツ、ブラントゲート、ケテルサンクチュアリ、ストイケイア、イナズマイレブン
DZ-BT15/IZR77,ザ・マトリックス,ブースターパック 【DZ-BT15】「虚影襲雷」 2026/06/19(金) 発売 収録国家：ドラゴンエンパイア、ダークステイツ、ブラントゲート、ケテルサンクチュアリ、ストイケイア、イナズマイレブン
DZ-BT15/IZR78,ムラクモトラップ,ブースターパック 【DZ-BT15】「虚影襲雷」 2026/06/19(金) 発売 収録国家：ドラゴンエンパイア、ダークステイツ、ブラントゲート、ケテルサンクチュアリ、ストイケイア、イナズマイレブン
DZ-BT15/IZR79,ドッカントレイン,ブースターパック 【DZ-BT15】「虚影襲雷」 2026/06/19(金) 発売 収録国家：ドラゴンエンパイア、ダークステイツ、ブラントゲート、ケテルサンクチュアリ、ストイケイア、イナズマイレブン
DZ-BT15/IZR80,ダークミスト,ブースターパック 【DZ-BT15】「虚影襲雷」 2026/06/19(金) 発売 収録国家：ドラゴンエンパイア、ダークステイツ、ブラントゲート、ケテルサンクチュアリ、ストイケイア、イナズマイレブン
DZ-BT15/IZR81,ザ・ウォール,ブースターパック 【DZ-BT15】「虚影襲雷」 2026/06/19(金) 発売 収録国家：ドラゴンエンパイア、ダークステイツ、ブラントゲート、ケテルサンクチュアリ、ストイケイア、イナズマイレブン
DZ-BT15/IZR82,ザ・タワー,ブースターパック 【DZ-BT15】「虚影襲雷」 2026/06/19(金) 発売 収録国家：ドラゴンエンパイア、ダークステイツ、ブラントゲート、ケテルサンクチュアリ、ストイケイア、イナズマイレブン
DZ-BT15/IZR83,ワイルドダンク,ブースターパック 【DZ-BT15】「虚影襲雷」 2026/06/19(金) 発売 収録国家：ドラゴンエンパイア、ダークステイツ、ブラントゲート、ケテルサンクチュアリ、ストイケイア、イナズマイレブン
DZ-BT15/IZR84,王家の盾,ブースターパック 【DZ-BT15】「虚影襲雷」 2026/06/19(金) 発売 収録国家：ドラゴンエンパイア、ダークステイツ、ブラントゲート、ケテルサンクチュアリ、ストイケイア、イナズマイレブン
DZ-BT15/SEC06,蒼嵐業竜 メイルストローム “Я”,ブースターパック 【DZ-BT15】「虚影襲雷」 2026/06/19(金) 発売 収録国家：ドラゴンエンパイア、ダークステイツ、ブラントゲート、ケテルサンクチュアリ、ストイケイア、イナズマイレブン
DZ-BT15/SR28,翔勢の騎士 ウェルムンド,ブースターパック 【DZ-BT15】「虚影襲雷」 2026/06/19(金) 発売 収録国家：ドラゴンエンパイア、ダークステイツ、ブラントゲート、ケテルサンクチュアリ、ストイケイア、イナズマイレブン
DZ-BT15/SR32,陣頭を往く誓いの戦旗,ブースターパック 【DZ-BT15】「虚影襲雷」 2026/06/19(金) 発売 収録国家：ドラゴンエンパイア、ダークステイツ、ブラントゲート、ケテルサンクチュアリ、ストイケイア、イナズマイレブン
DZ-BT15/SR34,蒼嵐業竜 メイルストローム “Я”,ブースターパック 【DZ-BT15】「虚影襲雷」 2026/06/19(金) 発売 収録国家：ドラゴンエンパイア、ダークステイツ、ブラントゲート、ケテルサンクチュアリ、ストイケイア、イナズマイレブン
DZ-BT14/EX23,松重,ブースターパック 【DZ-BT14】「赫月ノ使者」 2026/04/10(金) 発売 収録国家：ドラゴンエンパイア、ダークステイツ、ブラントゲート、ケテルサンクチュアリ、ストイケイア、リリカルモナステリオ
DZ-BT14/EX35,アサガオ：大切な場所,ブースターパック 【DZ-BT14】「赫月ノ使者」 2026/04/10(金) 発売 収録国家：ドラゴンエンパイア、ダークステイツ、ブラントゲート、ケテルサンクチュアリ、ストイケイア、リリカルモナステリオ
DZ-BT14/RGGR19,松重,ブースターパック 【DZ-BT14】「赫月ノ使者」 2026/04/10(金) 発売 収録国家：ドラゴンエンパイア、ダークステイツ、ブラントゲート、ケテルサンクチュアリ、ストイケイア、リリカルモナステリオ
DZ-BT14/T01,エネルギー,ブースターパック 【DZ-BT14】「赫月ノ使者」 2026/04/10(金) 発売 収録国家：ドラゴンエンパイア、ダークステイツ、ブラントゲート、ケテルサンクチュアリ、ストイケイア、リリカルモナステリオ
